legislator_id,nombre,distrito,bloque,mandato_inicio,mandato_fin,foto
HCDN2369,"Contigiani, Luis Gustavo",Santa Fe,Frente Progresista Civico y Social,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2369.jpg
HCDN1332,"Contrera, Monica Graciela",Chubut,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1578,"Copes, Ana Isabel",Santa Fe,Democrata Progresista,2013-12-10,2017-12-09,
HCDN0597,"Cordoba, Stella Maris",Tucumán,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0870,"Cornejo, Alfredo Victor",Mendoza,Ucr,2019-12-10,2021-12-09,
HCDN2782,"Cornejo, Virginia",Salta,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2782.jpg
HCDN1119,"Corpacci, Lucia Benigna",Catamarca,Frente de Todos,2019-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1119.jpg
HCDN3072,"Correa Llano, Facundo",Mendoza,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3072.jpg
HCDN2370,"Correa, Walter",Buenos Aires,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2370.jpg
HCDN0984,"Cortina, Roy",CABA,Partido Socialista,2007-12-10,2011-12-09,
HCDN0984,"Cortina, Roy",CABA,Partido Socialista,2011-12-10,2015-12-09,
HCDN2977,"Costa, Anahi",Catamarca,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2977.jpg
HCDN1160,"Costa, Eduardo Raul",Santa Cruz,Ucr,2009-12-10,2013-12-09,
HCDN1160,"Costa, Eduardo Raul",Santa Cruz,Ucr,2013-12-10,2017-12-09,
HCDN2282,"Couly, Veronica Carolina",Buenos Aires,Federal Unidos por una Nueva Argentina,2013-12-10,2017-12-09,
HCDN1580,"Cousinet, Graciela",Mendoza,Libres del Sur,2013-12-10,2017-12-09,
HCDN0985,"Cremer de Busti, Maria Cristina",Entre Ríos,Peronismo Federal,2007-12-10,2009-12-09,
HCDN0985,"Cremer de Busti, Maria Cristina",Entre Ríos,Frente Peronista,2009-12-10,2013-12-09,
HCDN0985,"Cremer de Busti, Maria Cristina",Entre Ríos,Union por entre Rios,2013-12-10,2017-12-09,
HCDN2797,"Crescimbeni, Camila",Buenos Aires,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2797.jpg
HCDN2371,"Cresto, Mayda",Entre Ríos,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2371.jpg
HCDN1071,"Cuccovillo, Ricardo Oscar",Buenos Aires,Partido Socialista,2007-12-10,2011-12-09,
HCDN1071,"Cuccovillo, Ricardo Oscar",Buenos Aires,Partido Socialista,2011-12-10,2015-12-09,
HCDN1161,"Currilen, Oscar Ruben",Chubut,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0600,"Cusinato, Gustavo",Entre Ríos,Ucr,2007-12-10,2011-12-09,
HCDN1339,"D Alessandro, Marcelo Silvio",Buenos Aires,Federal Unidos por una Nueva Argentina,2013-12-10,2016-03-11,
HCDN1374,"D'agostino, Jorge Marcelo",Entre Ríos,Ucr,2013-12-10,2017-12-09,
HCDN3060,"D'alessandro, Carlos",San Luis,Coherencia,2023-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3060.jpg
HCDN1340,"Daer, Hector Ricardo",Buenos Aires,Bloque de los Trabajadores,2013-12-10,2017-12-09,
HCDN0409,"Daher, Zulema Beatriz",Salta,Union Peronista,2007-12-10,2011-12-09,
HCDN2822,"Daives, Ricardo",Santiago del Estero,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2822.jpg
HCDN2822,"Daives, Ricardo",Santiago del Estero,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2822.jpg
HCDN2853,"Daldovo, Nelly Ramona",Formosa,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2853.jpg
HCDN0987,"Damilano Grivarello, Viviana Monica",Chaco,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN2870,"Dantas, Pedro Cristian",Río Negro,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2870.jpg
HCDN0083,"Das Neves, Mario",Chubut,Trabajo y Dignidad,2013-12-10,2015-12-10,
HCDN0988,"Dato, Alfredo Carlos",Tucumán,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN0988,"Dato, Alfredo Carlos",Tucumán,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1486,"David, Javier",Salta,Justicialista,2015-12-10,2019-12-09,
HCDN3253,"De Andreis, Fernando",CABA,Pro,2025-12-10,2029-12-09,
HCDN1251,"De Ferrari Rueda, Patricia",Córdoba,Ucr,2011-12-10,2015-12-09,
HCDN1252,"De Gennaro, Victor Norberto",Buenos Aires,Unidad Popular,2011-12-10,2015-12-09,
HCDN0732,"De la Rosa, Maria Graciela",Formosa,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN0732,"De la Rosa, Maria Graciela",Formosa,Unión por la Patria,2025-12-10,2029-12-09,
HCDN2928,"De la Sota, Natalia",Córdoba,Defendamos Córdoba,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2928.jpg
HCDN2928,"De la Sota, Natalia",Córdoba,Defendamos Córdoba,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2928.jpg
HCDN2794,"De Lamadrid, Alvaro",CABA,Ucr,2017-12-10,2021-12-09,
HCDN2942,"De Loredo, Rodrigo",Córdoba,Ucr - Unión Cívica Radical,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2942.jpg
HCDN0871,"De Marchi, Omar",Mendoza,Democrata de Mendoza,2009-12-10,2013-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0871.jpg
HCDN0871,"De Marchi, Omar",Mendoza,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0871.jpg
HCDN3150,"De Mendieta, Mercedes",CABA,Izquierda Socialista Fit-Unidad,2021-12-10,2025-12-09,
HCDN0668,"De Mendiguren, Jose Ignacio",Buenos Aires,Federal Unidos por una Nueva Argentina,2013-12-10,2017-12-09,
HCDN0668,"De Mendiguren, Jose Ignacio",Buenos Aires,Frente de Todos,2017-12-10,2021-12-09,
HCDN0872,"De Narvaez, Francisco",Buenos Aires,Frente Peronista,2009-12-10,2013-12-09,
HCDN0872,"De Narvaez, Francisco",Buenos Aires,Union Celeste y Blanco,2013-12-10,2015-12-03,
HCDN1253,"De Pedro, Eduardo Enrique",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-02-26,
HCDN1253,"De Pedro, Eduardo Enrique",Buenos Aires,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1253,"De Pedro, Eduardo Enrique",Buenos Aires,Frente de Todos,2019-12-10,2019-12-10,
HCDN1493,"De Ponti, Lucila Maria",Santa Fe,Movimiento Evita,2015-12-10,2019-12-09,
HCDN1162,"De Prat Gay, Alfonso",CABA,Coalicion Civica - Ari,2009-12-10,2013-12-09,
HCDN3101,"De Sensi, Maria Florencia",Buenos Aires,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3101.jpg
HCDN3101,"De Sensi, Maria Florencia",Buenos Aires,Pro,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3101.jpg
HCDN0703,"De Vido, Julio",Buenos Aires,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN0989,"Del Campillo, Hector Eduardo",Córdoba,Ucr,2007-12-10,2011-12-09,
HCDN1383,"Del Caño, Nicolas",Mendoza,Pts - Frente de Izquierda,2013-12-10,2015-12-02,https://api.argentinadatos.com/static/diputados/diputados/HCDN1383.jpg
HCDN1383,"Del Caño, Nicolas",Buenos Aires,Pts - Frente de Izquierda,2017-12-10,2021-06-10,https://api.argentinadatos.com/static/diputados/diputados/HCDN1383.jpg
HCDN1383,"Del Caño, Nicolas",Buenos Aires,Pts-Frente de Izquierda Unidad,2021-12-10,2025-07-02,https://api.argentinadatos.com/static/diputados/diputados/HCDN1383.jpg
HCDN1383,"Del Caño, Nicolas",Buenos Aires,Pts-Frente de Izquierda y de Trabajadores Unidad,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1383.jpg
HCDN2372,"Del Cerro, Gonzalo Pedro Antonio",Santa Fe,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2372.jpg
HCDN2373,"Del Pla, Romina",Buenos Aires,Frente de Izquierda y de los Trabajadores,2017-12-10,2020-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2373.jpg
HCDN2373,"Del Pla, Romina",Buenos Aires,Partido Obrero-Frente de Izquierda y Trabajadores Unidad,2021-12-10,2024-06-26,https://api.argentinadatos.com/static/diputados/diputados/HCDN2373.jpg
HCDN2373,"Del Pla, Romina",Buenos Aires,Partido Obrero en el Frente de Izquierda y de Trabajadores-U,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2373.jpg
HCDN2374,"Delu, Melina Aida",La Pampa,Frente de Todos,2017-12-10,2021-12-09,
HCDN0875,"Depetri, Edgardo Fernando",Buenos Aires,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0875,"Depetri, Edgardo Fernando",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN2438,"Derna, Veronica",Misiones,Frente de la Concordia Misionero,2015-12-10,2019-12-09,
HCDN2813,"Di Giacomo, Luis",Río Negro,Juntos Somos Rio Negro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2813.jpg
HCDN1481,"Di Stefano, Daniel",Misiones,Frente de la Concordia Misionero,2015-12-10,2019-12-09,
HCDN0876,"Di Tullio, Juliana",Buenos Aires,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0876,"Di Tullio, Juliana",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN0412,"Diaz Bancalari, Jose Maria",Buenos Aires,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN0412,"Diaz Bancalari, Jose Maria",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN0877,"Diaz Roig, Juan Carlos",Formosa,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0877,"Diaz Roig, Juan Carlos",Formosa,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN3194,"Diaz, Fernanda",Buenos Aires,Unión por la Patria,2025-12-10,2029-12-09,
HCDN0739,"Diaz, Susana Eladia",Tucumán,Frente para la Victoria - Pj,2007-12-10,2011-10-26,
HCDN3041,"Diez, Romina",Santa Fe,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3041.jpg
HCDN1519,"Dindart, Julian",Corrientes,Ucr,2015-12-10,2019-12-09,
HCDN3193,"Dolce, Sergio",Chaco,Unión por la Patria,2025-12-10,2029-12-09,
HCDN2954,"Domingo, Agustin",Río Negro,Innovación Federal,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2954.jpg
HCDN1118,"Dominguez, Julian Andres",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN2335,"Dominguez, Ramon Alfredo",San Luis,Compromiso Federal,2013-12-10,2017-12-09,
HCDN1073,"Donda Perez, Victoria Analia",Buenos Aires,Libres del Sur,2007-12-10,2011-12-09,
HCDN1073,"Donda Perez, Victoria Analia",Buenos Aires,Libres del Sur,2011-12-10,2015-12-09,
HCDN1073,"Donda Perez, Victoria Analia",CABA,Somos,2015-12-10,2019-12-09,
HCDN1073,"Donda Perez, Victoria Analia",CABA,Frente de Todos,2019-12-10,2019-12-10,
HCDN1228,"Donkin, Carlos Guillermo",Formosa,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1228,"Donkin, Carlos Guillermo",Formosa,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1483,"Doñate, Claudio Martin",Río Negro,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1255,"Duclos, Omar Arnaldo",Buenos Aires,Gen,2011-12-10,2015-12-09,
HCDN1391,"Durand Cornejo, Guillermo Mario",Salta,Union Pro,2013-12-10,2017-12-09,
HCDN1559,"Dure, Lucila Beatriz",Formosa,Partido Socialista,2013-12-10,2017-12-09,
HCDN1227,"Dutto, Gustavo Alberto",Buenos Aires,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1442,"Echegaray, Alejandro Carlos Augusto",Buenos Aires,Ucr,2015-12-10,2019-12-09,
HCDN1341,"Ehcosor, Maria Azucena",Buenos Aires,Federal Unidos por una Nueva Argentina,2013-12-10,2017-12-09,
HCDN2766,"El Sukaria, Soher",Córdoba,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2766.jpg
HCDN1419,"Elias de Perez, Silvia Beatriz",Tucumán,Ucr,2013-12-10,2013-12-12,
HCDN1256,"Eliceche, Carlos Tomas",Chubut,Frente para la Victoria - Pj,2011-12-10,2013-03-01,
HCDN1257,"Elorriaga, Osvaldo Enrique",Entre Ríos,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3024,"Emma, Nicolas",CABA,La Libertad Avanza,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3024.jpg
HCDN3024,"Emma, Nicolas",CABA,La Libertad Avanza,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3024.jpg
HCDN2435,"Enriquez, Jorge Ricardo",CABA,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2435.jpg
HCDN1090,"Erro, Norberto Pedro",Buenos Aires,Ucr,2007-12-10,2011-12-09,
HCDN1428,"Esper, Laura",Buenos Aires,Frente Renovador,2011-12-10,2015-12-09,
HCDN2901,"Espert, Jose Luis",Buenos Aires,La Libertad Avanza,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2901.jpg
HCDN3017,"Espil, Santiago Eugenio",Buenos Aires,Coalicion Civica,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3017.jpg
HCDN1163,"Espindola, Gladys Susana",Córdoba,Ucr,2009-12-10,2013-12-09,
HCDN2430,"Espinoza, Fernando",Buenos Aires,Frente de Todos,2017-12-10,2019-12-11,
HCDN2756,"Estevez, Enrique",Santa Fe,Socialista,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2756.jpg
HCDN1514,"Estevez, Gabriela Beatriz",Córdoba,Frente para la Victoria - Pj,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1514.jpg
HCDN1514,"Estevez, Gabriela Beatriz",Córdoba,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1514.jpg
HCDN1514,"Estevez, Gabriela Beatriz",Córdoba,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1514.jpg
HCDN2884,"Estrada, Emiliano",Salta,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2884.jpg
HCDN1342,"Fabiani, Eduardo Alberto",Buenos Aires,Juntos por Argentina,2013-12-10,2017-12-09,
HCDN0741,"Fadel, Patricia Susana",Mendoza,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1164,"Fadul, Liliana",Tierra del Fuego,Partido Federal Fueguino,2009-12-10,2013-12-09,
HCDN2844,"Fagioli, Federico",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2844.jpg
HCDN3089,"Falcone, Eduardo",Buenos Aires,Mid - Movimiento de Integración y Desarrollo,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3089.jpg
HCDN3252,"Fargosi, Alejandro",CABA,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN3219,"Farias, Pablo",Santa Fe,Provincias Unidas,2025-12-10,2029-12-09,
HCDN1165,"Faustinelli, Hipolito",Córdoba,Ucr,2009-12-10,2013-12-09,
HCDN1166,"Favario, Carlos Alberto",Santa Fe,Democrata Progresista,2009-12-10,2013-12-09,
HCDN2891,"Fein, Monica",Santa Fe,Encuentro Federal,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2891.jpg
HCDN0990,"Fein, Monica Hayde",Santa Fe,Partido Socialista,2007-12-10,2011-12-09,
HCDN1258,"Feletti, Roberto Jose",CABA,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3212,"Felix, Emir",Mendoza,Unión por la Patria,2025-12-10,2029-12-09,
HCDN1167,"Felix, Omar Chafi",Mendoza,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN1167,"Felix, Omar Chafi",Mendoza,Frente de Todos,2017-12-10,2021-12-09,
HCDN1033,"Fellner, Eduardo Alfredo",Jujuy,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN0991,"Fernandez Basualdo, Luis Maria",Formosa,Frente para la Victoria - Pj,2007-12-10,2010-10-19,
HCDN1436,"Fernandez Blanco, Maria Cristina",Jujuy,Ucr,2011-12-10,2015-12-09,
HCDN2375,"Fernandez Langan, Ezequiel",Buenos Aires,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2375.jpg
HCDN1378,"Fernandez Mendia, Gustavo Rodolfo",La Pampa,Justicialista,2013-12-10,2017-12-09,
HCDN3057,"Fernandez Molero, Daiana",CABA,Pro,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3057.jpg
HCDN2376,"Fernandez Patri, Ramiro",Formosa,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2376.jpg
HCDN2376,"Fernandez Patri, Ramiro",Formosa,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2376.jpg
HCDN1259,"Fernandez Sagasti, Anabel",Mendoza,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN2903,"Fernandez, Agustin",Tucumán,Independencia,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2903.jpg
HCDN2377,"Fernandez, Carlos A.",Buenos Aires,Ucr,2017-12-10,2021-12-09,
HCDN2985,"Fernandez, Carlos Alberto",Misiones,Innovación Federal,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2985.jpg
HCDN2815,"Fernandez, Eduardo",Córdoba,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2815.jpg
HCDN3020,"Fernandez, Elia Marina",Tucumán,Independencia,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3020.jpg
HCDN3020,"Fernandez, Elia Marina",Tucumán,Independencia,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3020.jpg
HCDN2852,"Fernandez, Hector",Buenos Aires,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2852.jpg
HCDN3208,"Fernandez, Jorge",San Luis,Primero San Luis,2025-12-10,2029-12-09,
HCDN1168,"Fernandez, Rodolfo Alfredo",Corrientes,Ucr,2009-12-10,2013-12-09,
HCDN0879,"Ferra de Bartol, Margarita",San Juan,Frente para la Victoria - Pj,2009-12-10,2013-10-11,
HCDN3176,"Ferran, Abelardo",La Pampa,Unión por la Patria,2025-12-10,2029-12-09,
HCDN1169,"Ferrari, Gustavo Alfredo Horacio",Buenos Aires,Frente Peronista,2009-12-10,2013-12-09,
HCDN2787,"Ferraro, Maximiliano",CABA,Coalicion Civica,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2787.jpg
HCDN2787,"Ferraro, Maximiliano",CABA,Coalicion Civica,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2787.jpg
HCDN3139,"Ferreyra, Alida",CABA,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3139.jpg
HCDN1260,"Ferreyra, Araceli",Corrientes,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1260,"Ferreyra, Araceli",Corrientes,Movimiento Evita,2015-12-10,2019-12-09,
HCDN2819,"Ferreyra, Daniel Julio",Jujuy,Frente de Todos,2019-12-10,2023-08-05,https://api.argentinadatos.com/static/diputados/diputados/HCDN2819.jpg
HCDN1170,"Fiad, Mario Raymundo",Jujuy,Ucr,2009-12-10,2013-12-09,
HCDN1170,"Fiad, Mario Raymundo",Jujuy,Ucr,2013-12-10,2015-12-09,
HCDN3230,"Figliuolo, Sergio",Buenos Aires,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN2888,"Figueroa Casas, Germana",Santa Fe,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2888.jpg
HCDN2864,"Figueroa, Alcira Elsa",Salta,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2864.jpg
HCDN2882,"Figueroa, Rolando",Neuquén,Movimiento Popular Neuquino,2021-12-10,2023-12-05,https://api.argentinadatos.com/static/diputados/diputados/HCDN2882.jpg
HCDN0705,"Filmus, Daniel",CABA,Frente de Todos,2017-12-10,2020-01-23,https://api.argentinadatos.com/static/diputados/diputados/HCDN0705.jpg
HCDN2955,"Finocchiaro, Alejandro",Buenos Aires,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2955.jpg
HCDN2955,"Finocchiaro, Alejandro",Buenos Aires,Pro,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2955.jpg
HCDN0746,"Fiol, Paulina Esther",Santa Fe,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1261,"Fiore Viñuales, Maria Cristina del Valle",Salta,Renovador de Salta,2011-12-10,2013-12-09,
HCDN2378,"Flores, Danilo Adrian",La Rioja,Frente de Todos,2017-12-10,2021-12-09,
HCDN1074,"Flores, Hector",Buenos Aires,Coalicion Civica,2007-12-10,2011-12-09,
HCDN1074,"Flores, Hector",Buenos Aires,Coalicion Civica,2017-12-10,2021-12-09,
HCDN3188,"Flores, Maria Gabriela",Salta,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1171,"Forconi, Juan Carlos",Santa Fe,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN1172,"Forte, Ulises Umberto Jose",La Pampa,Ucr,2009-12-10,2013-12-09,
HCDN1173,"Fortuna, Francisco Jose",Córdoba,Cordoba Federal,2009-12-10,2013-12-09,
HCDN2810,"Frade, Monica",Buenos Aires,Coalicion Civica,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2810.jpg
HCDN2810,"Frade, Monica",Buenos Aires,Coalicion Civica,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2810.jpg
HCDN1491,"Frana, Silvina Patricia",Santa Fe,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1262,"Francioni, Fabian Marcelo",Córdoba,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1480,"Franco, Jorge Daniel",Misiones,Frente de la Concordia Misionero,2015-12-10,2019-12-09,
HCDN2379,"Fregonese, Alicia",Entre Ríos,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2379.jpg
HCDN2379,"Fregonese, Alicia",Entre Ríos,Pro,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2379.jpg
HCDN3087,"Freites, Andrea",Tierra del Fuego,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3087.jpg
HCDN3215,"Frias, Maira",Chubut,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN2783,"Frigerio, Federico",Tierra del Fuego,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2783.jpg
HCDN1537,"Frigerio, Rogelio",Entre Ríos,Pro,2021-12-10,2023-07-05,https://api.argentinadatos.com/static/diputados/diputados/HCDN1537.jpg
HCDN2380,"Frizza, Gabriel Alberto",Córdoba,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2380.jpg
HCDN1451,"Furlan, Francisco Abel",Buenos Aires,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1422,"Gagliardi, Josue",Río Negro,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1375,"Gaillard, Ana Carolina",Entre Ríos,Frente para la Victoria - Pj,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1375.jpg
HCDN1375,"Gaillard, Ana Carolina",Entre Ríos,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1375.jpg
HCDN1375,"Gaillard, Ana Carolina",Entre Ríos,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1375.jpg
HCDN2897,"Galimberti, Pedro Jorge",Entre Ríos,Ucr - Unión Cívica Radical,2021-12-10,2024-09-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2897.jpg
HCDN3217,"Gallardo, Maria Virginia",Corrientes,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1174,"Gallardo, Miriam Graciela",Tucumán,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN1174,"Gallardo, Miriam Graciela",Tucumán,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN3199,"Galmarini, Sebastian",Buenos Aires,Unión por la Patria,2025-12-10,2029-12-09,
HCDN1175,"Gambaro, Natalia",Buenos Aires,Frente Peronista,2009-12-10,2013-12-09,
HCDN2910,"Garcia Aresca, Ignacio",Córdoba,Provincias Unidas,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2910.jpg
HCDN2910,"Garcia Aresca, Ignacio",Córdoba,Provincias Unidas,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2910.jpg
HCDN2812,"Garcia de Luca, Sebastian",Buenos Aires,Encuentro Federal,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2812.jpg
HCDN0992,"Garcia Hamilton, Jose Ignacio",Tucumán,Ucr,2007-12-10,2009-06-17,
HCDN1263,"Garcia Larraburu, Silvina Marcela",Río Negro,Frente para la Victoria - Pj,2011-12-10,2013-12-09,
HCDN2381,"Garcia, Alejandro",CABA,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2381.jpg
HCDN3248,"Garcia, Alvaro",Buenos Aires,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1264,"Garcia, Andrea Fabiana",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
