id,nombre,distrito,source,foto
HCDN2856,"Yutrovic, Carolina",Tierra del Fuego,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2856.jpg
HCDN2986,"Zabala Chacur, Natalia",San Luis,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2986.jpg
HCDN1309,"Zabalza, Juan Carlos",Santa Fe,argentinadatos,
HCDN3073,"Zago, Oscar",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3073.jpg
HCDN2387,"Zamarbide, Federico Raul",Mendoza,argentinadatos,
HCDN1331,"Zamarreño, Maria Eugenia",Buenos Aires,argentinadatos,
HCDN2918,"Zangla, Maria Jose",San Luis,argentinadatos,
HCDN2900,"Zapata, Carlos Raul",Salta,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2900.jpg
HCDN2976,"Zaracho, Natalia",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2976.jpg
HCDN1025,"Zavallo, Gustavo Marcelo",Entre Ríos,argentinadatos,
HCDN1310,"Ziebart, Cristina Isabel",Chubut,argentinadatos,
HCDN1221,"Ziegler, Alex Roberto",Misiones,argentinadatos,
HCDN3182,"Zigaran, Maria Ines",Jujuy,argentinadatos+hcdn,
HCDN1527,"Ziliotto, Sergio Raul",La Pampa,argentinadatos,
HCDN0656,"Zottos, Andres",Salta,argentinadatos,
vote-zottos-miguel-andres-costas,"Zottos, Miguel Andrés Costas",,votes,
HCDN3077,"Zulli, Christian Alejandro",Corrientes,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3077.jpg
HCDN2823,"Zuvic, Mariana",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2823.jpg
